UID,Drug_Name,Condition,Rating
wynyrumi,Dimenhydrinate,Nausea/Vomiting,9
erdity4m,Benztropine,Extrapyramidal Reaction,3
fnj57b0l,Bupropion / naltrexone,Obesity,6
h5ire02h,Ortho Tri-Cyclen Lo,Birth Control,10
gunn55f9,Seasonique,Birth Control,8
e2p46wa8,Ibuprofen,Pain,6
nrnc8u28,Sumatriptan,Migraine,1
7wtsw1cf,Mirena,Birth Control,1
jg6v644y,Polyethylene glycol 3350,Constipation,10
k13cchxn,Ethinyl estradiol / norethindrone,Birth Control,1
hwqgotl2,Acetaminophen / oxycodone,Pain,10
cq6mivr9,Junel Fe 1 / 20,Birth Control,1
royt8bo6,Propranolol,mance Anxiety,10
qz2joxys,Loestrin 24 Fe,0</span> users found this comment helpful.,7
yj2jh694,Xenical,Obesity,8
fcvstps9,Glatiramer,Multiple Sclerosis,1
1uqjmeic,Celecoxib,Pain,9
tvm1rf3d,Atarax,Anxiety,8
nt5sprdh,Clonazepam,Night Terrors,5
l72x4wn3,Dulcolax,Constipation,5
x3hr1y6o,Orsythia,Birth Control,8
plh92ifi,Alirocumab,"High Cholesterol, Familial Heterozygous",8
8874c8jp,Ethinyl estradiol / norethindrone,Birth Control,3
dtoheyo4,Methadone,Chronic Pain,10
jarnavwl,Ethinyl estradiol / norethindrone,Birth Control,2
qgvue8yw,Nexplanon,Birth Control,7
v6wt9mhh,Venlafaxine,Depression,9
v3gww4iv,Sublimaze,Anesthesia,1
zio8yhuy,Levonorgestrel,Abnormal Uterine Bleeding,8
r9itwxcp,Trintellix,Major Depressive Disorde,10
wuvry51z,Sprintec,Birth Control,6
23mp5961,Ortho Tri-Cyclen Lo,0</span> users found this comment helpful.,9
it4ka7v0,Viibryd,Depression,9
duy5nvb5,Varenicline,Smoking Cessation,10
r88hpbxp,Cymbalta,Anxiety,1
vu7u11yk,Ethinyl estradiol / etonogestrel,Birth Control,5
ekze7vj0,Carbamazepine,Epilepsy,9
g1kr7s11,Bactrim DS,Bacterial Infection,7
xle4bx49,femhrt,Postmenopausal Symptoms,10
q4i9kh65,Qsymia,Weight Loss,10
kv77pw7y,Bisacodyl,Constipation,5
5xxi33v3,Lortab,Pain,7
kjjlxdpp,Contrave,Weight Loss,4
f3indt3b,Ethinyl estradiol / etonogestrel,Birth Control,6
ohba2n2o,Metronidazole,Bacterial Infection,1
e8qubwha,Levonorgestrel,Emergency Contraception,10
4ezld56u,Haldol,Nausea/Vomiting,2
2w0zr9c0,Tapentadol,Pain,9
txyf05n4,Doxycycline,Chlamydia Infection,9
uq4eobf0,Lo Loestrin Fe,Birth Control,4
1k64g7m3,Ketorolac,Pain,10
glq0lckz,Phentermine,Weight Loss,10
2u6ki9dv,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,10
mr8z65o5,Effexor,Depression,9
6tnkz6hh,Methylphenidate,ADHD,10
bc9retcq,Etonogestrel,Birth Control,10
te049lxh,Remicade,Spondyloarthritis,10
h2h4bnd5,Metronidazole,Clostridial Infection,6
pxymczn2,Flexeril,ibromyalgia,8
fm6lf66a,SMZ-TMP DS,Upper Respiratory Tract Infection,8
a66sszp2,Buspirone,Anxiety,1
fn9b7adi,Dutasteride,Benign Prostatic Hyperplasia,6
9ynljm2r,Accutane,Acne,9
hnm54k4r,Thyroid desiccated,Underactive Thyroid,5
289fu2yb,Hydroxychloroquine,Dermatomyositis,10
7kzaglt2,Opana,Pain,10
0d6o5w8z,Zyprexa,Depression,7
hiw576og,ProAir RespiClick,Bronchiectasis,1
k4l45ene,Vedolizumab,Crohn's Disease,8
10n2u1b1,Lo Loestrin Fe,Birth Control,8
xckkdci1,Venlafaxine,Depression,1
6xu7q927,Propofol,Anesthesia,10
98jz8tox,Chantix,Smoking Cessation,10
z7r45291,Suboxone,Opiate Dependence,9
z9jk1n7o,Trazodone,ibromyalgia,9
50zrnau8,Zolpidem,Insomnia,6
e99athff,Mirapex,Restless Legs Syndrome,10
1qn5y4gc,Uribel,Urinary Tract Infection,5
j5bepvvw,Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,1
t25skqxk,Bactrim,Urinary Tract Infection,3
2suz20me,Ethinyl estradiol / norethindrone,Birth Control,1
pc16duhj,Depo-Provera Contraceptive,Birth Control,2
odl1nv4i,Propranolol,Benign Essential Trem,8
9zs68dnn,Ceftriaxone,Bacterial Infection,10
wmfcwqfw,Ranexa,Angina,10
1esupl4q,Etonogestrel,Birth Control,5
1frc4zya,Accutane,Acne,8
ha9fn3pr,Duloxetine,ibromyalgia,1
kgkcgpmq,Suboxone,Opiate Dependence,10
tvxaxfqv,Saxenda,Obesity,5
ffm5fww3,TriNessa,Birth Control,1
0xzsa21a,Trulicity,"Diabetes, Type 2",3
j181i5pr,Percocet,Pain,10
suhqgmlo,Isotretinoin,Acne,7
wpywh8c9,Levonorgestrel,Emergency Contraception,9
qbi5998f,Sitagliptin,"Diabetes, Type 2",10
y12cq60a,Formoterol / mometasone,moterol / mometasone),9
rzda8x62,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1
jpkxjn6e,Wellbutrin XL,Major Depressive Disorde,9
c1n994j6,Oxycodone,Pain,10
h5zfmhqj,Ethinyl estradiol / norethindrone,Birth Control,1
qbxx6yae,Venlafaxine,Depression,10
5sfojk7y,Cymbalta,Depression,9
mz06mkqf,Doxycycline,Acne,10
44zduv27,Desvenlafaxine,Depression,3
qrzt4zva,Buprenorphine,Pain,10
wxm8kqnd,Phentermine / topiramate,Weight Loss,10
pvb5c4ih,Ambien,Insomnia,10
9607dy2o,Belviq,Weight Loss,8
x88vw3ga,Retapamulin,Impetig,8
rike3ukb,Hydroxychloroquine,Rheumatoid Arthritis,1
hq5um68k,Ethinyl estradiol / levonorgestrel,Birth Control,7
qebbkr6d,Diflucan,Vaginal Yeast Infection,10
ymc93p0w,Vigamox,"Conjunctivitis, Bacterial",7
v5v9bjgs,Levetiracetam,Epilepsy,7
mlo8zypy,Miconazole,Vaginal Yeast Infection,1
ll4rxd9p,Mirena,Abnormal Uterine Bleeding,10
uj0i2anr,Yaz,Birth Control,9
qejmwvst,Phentermine,Weight Loss,10
ytsqfqvh,Elidel,Eczema,6
5zrywg58,Cialis,Erectile Dysfunction,10
awgyxn3t,Abilify Discmelt,Post Traumatic Stress Disorde,8
jjdtuofy,Effexor XR,Depression,9
pkg4rxni,Etonogestrel,Birth Control,8
hr4x664o,Daytrana,ADHD,9
xfjexm5b,Duloxetine,Depression,10
y353snxw,Delsym 12 Hour Cough Relief,Cough,8
68193u0a,Baclofen,Alcohol Withdrawal,10
zowo5ojd,Lisinopril,High Blood Pressure,7
o6v37h8w,Halobetasol,Psoriasis,10
0hxan9rw,Valtrex,Cold Sores,10
kjjxi27b,Azelastine / fluticasone,Allergic Rhinitis,10
wt4pxu08,Belviq,Weight Loss,1
hj675z1b,Drysol,Hyperhidrosis,10
42pjc0lo,Plan B,Emergency Contraception,8
2v5wkjrq,Lurasidone,Bipolar Disorde,5
3rrry27f,Phillips' Milk of Magnesia,Constipation,8
czpz3yh2,Linaclotide,"Constipation, Chronic",1
tof0so67,Alavert D-12 Hour Allergy and Sinus,1</span> users found this comment helpful.,5
8ozauxlk,Duloxetine,Depression,10
fkwskhfk,Cimzia,Ankylosing Spondylitis,10
lwe7whmg,Rexulti,Depression,10
igfur3l9,Proctofoam,Hemorrhoids,10
a0pf12jo,Zoloft,Depression,10
hxuyaany,Keppra,Seizures,10
18khagfy,Alli,142</span> users found this comment helpful.,9
s956fh59,Linaclotide,"Constipation, Chronic",9
ih1py5n9,Cefdinir,Sinusitis,1
q4m2uj6r,Tramadol,Pain,9
c2lljdi7,Lamotrigine,Bipolar Disorde,10
c08ptb1o,Tretinoin,Acne,8
n7ylgqfu,Norflex,Muscle Spasm,1
62izhj8d,Morphine,Chronic Pain,9
xieqswct,Humira,Psoriasis,10
s4cwubkx,Tecfidera,Multiple Sclerosis,9
f03ka7bd,Varenicline,Smoking Cessation,10
scbbps9f,Lorcaserin,Obesity,8
7umn0vkv,Daytrana,ADHD,10
ba3we97o,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,10
kvfau8j0,Escitalopram,Obsessive Compulsive Disorde,8
jmc9yhr0,Olanzapine,Schizoaffective Disorde,8
hhj7zte1,Sertraline,Bipolar Disorde,10
aa7slcnc,Benzoyl peroxide / clindamycin,Acne,10
gttuxtw6,Skyla,Birth Control,10
nf51yjmj,Levonorgestrel,Birth Control,9
5hpbjkft,Valtrex,Cold Sores,10
fn7l93wh,Methyl salicylate,Osteoarthritis,10
t5ar9pp0,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1
2okcuviq,Clindamycin / tretinoin,Acne,2
hrrzztt5,Dulcolax,Constipation,10
vi51uons,Doxycycline,Chlamydia Infection,8
alsiqv04,Clindamycin,Not Listed / Othe,8
vof63qat,Flonase,Rhinitis,10
gv8wlo06,Aczone,Acne,10
jvhrp51s,Norethindrone,Birth Control,1
qjwn1h2g,Dextromethorphan,Cough,2
grx4gx95,Sprintec,Birth Control,8
eo2pcgix,Ketorolac,Pain,10
y5io06k6,Estradiol,Atrophic Vaginitis,3
u1i5onqr,Adapalene / benzoyl peroxide,Acne,6
f53i4n02,Ethinyl estradiol / norethindrone,Birth Control,1
djq0lvr2,Ethinyl estradiol / etonogestrel,Birth Control,7
61o5f82j,Ethinyl estradiol / norethindrone,Birth Control,2
fb8mca1h,Alvesco,"Asthma, Maintenance",10
lh4cs5qz,Quetiapine,Insomnia,10
rbzl0txp,Fluoxetine,Anxiety and Stress,10
eflwztji,Orsythia,Birth Control,2
xqs4baou,Nystatin,Oral Thrush,8
9fy5ska6,Ambien,Insomnia,1
unvabosp,Viibryd,Depression,3
izkz1hz4,Quetiapine,Depression,9
ebbzx8yr,EContra EZ,Emergency Contraception,10
ukz73rp2,TriCor,Hyperlipoproteinemia,6
szg12wfa,Ethinyl estradiol / norgestimate,,8
fk2wc715,Diphenhydramine,Insomnia,8
lm9pay2b,Neulasta,Neutropenia Associated with Chemotherapy,5
ksbha7kz,Ethinyl estradiol / etonogestrel,Birth Control,7
8znnq0rh,Eletriptan,Migraine,1
rn59srwo,Zolmitriptan,Migraine,8
37dadupn,Minastrin 24 Fe,Birth Control,9
nnlynjoy,Bupropion / naltrexone,Obesity,10
rr8qet8c,Epiduo,Acne,9
i46n70gb,Mirena,Birth Control,10
s4ef9qob,Ethinyl estradiol / norelgestromin,Birth Control,3
tdlcb9bf,Levothyroxine,Underactive Thyroid,10
3svnvozz,Montelukast,Asthma,1
6fbnyntq,Mononessa,Birth Control,1
7w1bhaz6,Levonorgestrel,Birth Control,5
edu1zuzt,Differin,Acne,9
wbyqmvhs,Ibandronate,Osteoporosis,1
fw4pmaoc,Clindamycin,Bacterial Infection,6
i9r77o70,Levonorgestrel,Birth Control,6
jalijjmg,Lo Loestrin Fe,Birth Control,9
lv5xjfk4,Copper,Birth Control,9
dptgg05n,Etonogestrel,Birth Control,10
j5sb3g1u,Zithromax,Sinusitis,10
7atoko6c,Compazine,Anxiety,1
vwbpkpxd,Etonogestrel,Birth Control,1
s0zdqd6d,Phillips' Milk of Magnesia,Constipation,9
14he8n3u,Duloxetine,ibromyalgia,8
us7d19p5,Sertraline,Depression,9
sz26gchn,Topamax,Migraine Prevention,5
51b7hss1,Phentermine,Weight Loss,10
u15wuwkt,Contrave,Weight Loss,10
yx8b2moc,Etonogestrel,Birth Control,7
we62087x,Zofran,Nausea/Vomiting,10
p4cb7xyu,Plan B One-Step,Emergency Contraception,10
95ka0p8n,Levora,Birth Control,3
fuqtwn5a,Ustekinumab,Psoriasis,9
ao93c31w,Minocycline,Acne,9
ntra3jhs,Empagliflozin,"Diabetes, Type 2",9
6ymuovl2,Clonazepam,Anxiety,9
c94vw0vo,Ethinyl estradiol / norethindrone,Birth Control,4
fq11rhab,Ultram ER,Pain,8
jf36as70,Nortriptyline,Irritable Bowel Syndrome,10
2gokv7id,Pregabalin,Reflex Sympathetic Dystrophy Syndrome,9
d840uu3e,Levonorgestrel,Emergency Contraception,10
nwrv0152,Suprep Bowel Prep Kit,Bowel Preparation,4
zrbesm5b,Azithromycin,Bacterial Infection,1
kh9whqzd,Armour Thyroid,"Hypothyroidism, After Thyroid Removal",10
xsqgrd5l,Vyvanse,ADHD,5
x2z81cqm,Lisdexamfetamine,ADHD,10
drzphrqj,Jolessa,Birth Control,3
snp8o9fw,Venlafaxine,Depression,9
4fyihdkv,Mirvaso,Rosacea,7
mrsjhjh4,Ethinyl estradiol / norelgestromin,Birth Control,8
tg5wbwf9,Cymbalta,Pain,10
dm8yl4xu,Azithromycin,Bronchitis,10
q856rx6b,Methadone,Pain,10
9595vm0k,Atralin,Acne,10
mlwrfkm4,Drospirenone / ethinyl estradiol,Acne,4
qpt5dj8p,Crestor,High Cholesterol,10
6su2x8mk,Rozerem,Insomnia,1
rfni76sv,Etonogestrel,Birth Control,8
pm713jib,Cryselle,Birth Control,9
t1wpujpm,Cialis,Erectile Dysfunction,10
adcptyfj,Sucralfate,GERD,9
u5i935we,Efinaconazole,"Onychomycosis, Toenail",1
ei2b8oqn,Ethinyl estradiol / norethindrone,Birth Control,10
wx0nhx8i,Cetirizine,Urticaria,1
y7giefdw,Miconazole,Vaginal Yeast Infection,2
yrq58n4k,Ethinyl estradiol / levonorgestrel,Birth Control,1
901m6zw0,Amoxicillin,Urinary Tract Infection,1
6blcrkat,Etonogestrel,Birth Control,1
wzjyv8k6,Soma,Muscle Spasm,10
8prn86g6,Alprazolam,Panic Disorde,10
yp38t4yb,Trulicity,"Diabetes, Type 2",2
xsgxd5sy,Ortho Evra,Birth Control,10
hypyxzk2,Buspirone,Anxiety,6
x3c7zjvg,Drospirenone / ethinyl estradiol,Acne,10
std4jddn,Meloxicam,ibromyalgia,7
6rs86u5v,Neupro,Restless Legs Syndrome,10
vsqaxqy4,Bisacodyl,Bowel Preparation,6
qljywb1t,Pristiq,Panic Disorde,4
czh7xqph,Accutane,Acne,10
9sr5b44k,Atarax,Anxiety,1
r2ad8nip,Lubiprostone,Irritable Bowel Syndrome,5
qdmuhxaw,Sprintec,Birth Control,9
fcnkwwpw,Valacyclovir,"Herpes Simplex, Suppression",9
a7u8xdux,Toprol-XL,High Blood Pressure,5
ckay4ufw,Sodium oxybate,Narcolepsy,9
lioj0tkn,Hydroxychloroquine,Systemic Lupus Erythematosus,10
p42cgpf0,Mesalamine,Ulcerative Colitis,8
05m50voc,Orlistat,Obesity,1
9hknw4ws,Butorphanol,Pain,10
ptnmtvzj,Efavirenz / emtricitabine / tenofovir,HIV Infection,9
i37ygb2z,Humatrope,Adult Human Growth Hormone Deficiency,5
txt4jiy8,Liraglutide,Obesity,10
y8o5j2be,Drospirenone / ethinyl estradiol,Birth Control,1
h1b0s2wy,Diltiazem,Atrial Fibrillation,10
rgtv9t84,Lamotrigine,Bipolar Disorde,10
cycc3fvl,Hydrocodone,Pain,3
3tfp9hug,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10
e6q92shw,Tretinoin,Acne,9
9032hh5c,Ritalin,ADHD,9
4kzv06e6,Kapvay,ADHD,10
t5iz3vdz,Klonopin,Bipolar Disorde,10
wnh6h9f0,Prozac,Anxiety and Stress,9
vlqd192g,Ethinyl estradiol / norethindrone,Birth Control,7
yi6yu5l1,Sulfamethoxazole / trimethoprim,Acne,7
ld0vo1rl,Effexor XR,Generalized Anxiety Disorde,2
wxagjqbt,Clonazepam,Panic Disorde,10
7v5aln90,Vicodin,Pain,9
oc584x1k,Zoloft,Depression,10
50oy9qqy,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,2
3wegrnyn,Strattera,ADHD,5
f3ikyl9d,Falmina,Polycystic Ovary Syndrome,8
nz02frdm,Relafen,Back Pain,1
5242ns8i,Etonogestrel,Birth Control,5
mzcajw8c,Restoril,Insomnia,9
zsra2yz3,Frovatriptan,Migraine,2
fb0nwixw,Medroxyprogesterone,,6
ts3llerc,Losartan,High Blood Pressure,1
rxv5lgq8,Drospirenone / ethinyl estradiol,Birth Control,5
tv9xsned,Sharobel,Birth Control,10
k1lg8c7q,Pristiq,Depression,8
7h1wg0oa,Lorcaserin,Weight Loss,5
ptgpxpad,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1
suygiew5,Gabapentin,Migraine,9
qqsefagq,Duloxetine,Pain,9
1cc9ig04,Xyrem,Narcolepsy,10
5f95gve3,Desvenlafaxine,Depression,1
tjmx6msm,Hydroxyzine,Anxiety,7
ydm77mhk,Lithium,Bipolar Disorde,10
q0yqnlyl,Apri,Birth Control,2
81m48udk,Metronidazole,Bacterial Vaginitis,9
njo93g3h,ella,Emergency Contraception,9
z7r4n0w7,Aripiprazole,Bipolar Disorde,7
hix00vyd,Hysingla ER,Pain,4
zknngzt2,Sprintec,Birth Control,5
1y0pl31i,Spiriva,"COPD, Maintenance",3
knt1f78p,Tasigna,Chronic Myelogenous Leukemia,10
zblitbo0,Levonorgestrel,Emergency Contraception,1
fyh8gjjl,Dupixent,Eczema,1
9zeqigqa,Lorazepam,Insomnia,8
vh9wreex,Cyproheptadine,Anorexia,10
56zhxd6e,Nexplanon,Birth Control,8
m76ic66s,Clonazepam,Insomnia,1
udtj0lom,Repatha,High Cholesterol,1
6g34qwer,Docusate,Constipation,5
x3472dvy,Clarithromycin,Bronchitis,10
txuthqgo,Fluoxetine,Depression,10
38d6gb7o,Testosterone,"Hypogonadism, Male",9
b3y9zxjr,Venlafaxine,Depression,9
35ewwjfv,Fluoxetine,Major Depressive Disorde,10
ddq2q1pg,Hydrochlorothiazide,High Blood Pressure,6
pm6ta0qy,Lorazepam,Anxiety,10
11hi1jel,Medroxyprogesterone,Abnormal Uterine Bleeding,1
whnw19pc,Liraglutide,"Diabetes, Type 2",1
j8odxs1h,Aripiprazole,Depression,1
gjfd1jhb,Citalopram,Depression,2
dqg8fkca,Levaquin,Skin or Soft Tissue Infection,8
nzat41wu,Scopolamine,Motion Sickness,9
7a3wdduq,Thyroid desiccated,TSH Suppression,10
mmkrwj8t,Epiduo,Acne,10
ebwxryai,Glatiramer,Multiple Sclerosis,4
begn4tsd,Ambien,Insomnia,9
0qmsripp,Valium,Anxiety,10
ebqquj7i,Epiduo,Acne,8
i4yquw4k,Gabapentin,Anxiety,8
ey4c74az,Zoloft,Post Traumatic Stress Disorde,8
b2f3a8un,Flurbiprofen,Period Pain,8
zz4gut07,Ethinyl estradiol / norgestimate,Birth Control,10
tenmmkh9,Levetiracetam,Seizures,6
ithoxu6k,Femara,"Breast Cancer, Adjuvant",10
ml5ra9x1,Ambien,Insomnia,10
9w2wjiik,Skyla,Birth Control,8
xpbgpsp8,Methotrexate,Psoriasis,9
lcj64z9k,Lo Loestrin Fe,Birth Control,5
gqhlw20n,Etonogestrel,Birth Control,10
pnd0zzdh,Hypercare,Hyperhidrosis,10
bxqc9a7f,Epinephrine,"Asthma, acute",10
pxvapsdr,Cephalexin,Bacterial Infection,5
dzorkks5,Varenicline,Smoking Cessation,10
maf96bof,Testosterone,"Hypogonadism, Male",10
ox6japdt,Ethinyl estradiol / levonorgestrel,Endometriosis,3
1vx62ofn,Carbamazepine,Bipolar Disorde,6
j97gul0w,Lorazepam,Insomnia,8
8izuaesr,Jolivette,Birth Control,2
o9decbb4,Ethinyl estradiol / levonorgestrel,Birth Control,3
7jlh5xff,Benzonatate,Cough,1
d3y0ni9q,Metronidazole,Bacterial Vaginitis,10
drqseaaa,Brimonidine / timolol,Glaucoma,5
a9lkhayg,Pristiq,Depression,9
ajkhpw5f,Mucinex D,Cough and Nasal Congestion,3
jb447ndz,Azor,High Blood Pressure,7
ct2zhauz,NuvaRing,Birth Control,5
dbd2ndxa,Voltaren,Pain,1
28nlawnb,Nexplanon,8</span> users found this comment helpful.,10
7w334xgt,Meloxicam,Inflammatory Conditions,4
hxugy10i,Pristiq,Depression,8
6s27v6at,Humira,Rheumatoid Arthritis,1
1pbshnw9,Viibryd,Depression,8
tj1ohvh0,Diclofenac,Pain,1
iv8c6eda,Vortioxetine,Major Depressive Disorde,5
mozfm5ds,Levomilnacipran,Depression,2
pxvdx7p2,Velivet,Birth Control,5
0c4cbwqq,Viibryd,Depression,10
gwgflckq,Zyprexa,Bipolar Disorde,9
u1r0umpj,Necon 1 / 35,Birth Control,2
mrpj8l3q,Seroquel XR,Bipolar Disorde,9
7gh1yzaa,Detrol LA,Urinary Incontinence,10
2rzfuy33,Sporanox,"Onychomycosis, Toenail",10
4fuxbte0,Medroxyprogesterone,Birth Control,1
sab90rov,Suprep Bowel Prep Kit,Bowel Preparation,1
74k0fs3f,Citalopram,Depression,3
uu9l1uf4,Gabapentin,Pain,10
n78fga3r,Febuxostat,Gout,10
cheiabv0,Suprep Bowel Prep Kit,Bowel Preparation,8
3t75dbb7,Clindamycin,Acne,10
8p24gszj,Eluxadoline,Irritable Bowel Syndrome,1
rb9ozu56,Fluoxetine,Depression,9
jry46itn,Neurontin,Pain,9
32b5xysw,Ondansetron,Nausea/Vomiting,9
rq18ey04,Azelastine / fluticasone,Allergic Rhinitis,10
298cbr1x,Ethinyl estradiol / norgestimate,Birth Control,10
58y8mg8m,Amoxicillin / clavulanate,Skin or Soft Tissue Infection,8
6arj2i3m,Cipro,Bladder Infection,2
foskvkwn,Buprenorphine / naloxone,Opiate Dependence,10
xtibubra,Viibryd,Depression,8
y4qz8dez,Lexapro,Generalized Anxiety Disorde,10
sojqdz8e,Ethinyl estradiol / levonorgestrel,Birth Control,9
p0nb85e6,Skyla,Birth Control,1
396rgxno,Gardasil,Human Papillomavirus Prophylaxis,10
8r1zb4oc,Avastin,Glioblastoma Multiforme,6
quu8c5l7,Rexulti,Major Depressive Disorde,1
pc4je19g,Sprintec,Birth Control,1
d0w40mkn,Linaclotide,"Constipation, Chronic",10
f79cd6l3,Paliperidone,Schizophrenia,5
ltb6l5xz,Ethinyl estradiol / norgestimate,Birth Control,7
ieh5cvw1,Nora-Be,Birth Control,7
d0eynz67,Metoprolol,High Blood Pressure,10
djmimi2c,Detrol LA,Overactive Bladde,4
c3lmmll6,Hypercare,Hyperhidrosis,10
ricb63xp,Penicillin v potassium,Bacterial Infection,9
6pqjnkkw,Dulcolax,Constipation,2
4fgz09cv,Oxytrol,Overactive Bladde,5
zj8gf45p,Intuniv,ADHD,3
qgc8o6ps,Lamotrigine,Bipolar Disorde,10
q2ivrcya,Topamax,Seizures,7
usrtbcj4,Hypercare,Hyperhidrosis,10
8dnyjuig,Tofacitinib,Rheumatoid Arthritis,4
n75siuwb,Pregabalin,Pain,10
57xx291v,Tamiflu,Influenza,10
7tulgjhy,St. john's wort,Depression,10
ivyp5cgz,Lo Loestrin Fe,Birth Control,3
7xb7nuw5,Rythmol SR,Atrial Fibrillation,7
wqnvmvr0,Vytorin,High Cholesterol,10
hdwn2fkj,Dilaudid,Pain,9
d86o6j2s,Cephalexin,Skin or Soft Tissue Infection,10
d28hr3fv,Mirtazapine,Insomnia,8
4718pdtk,Vilazodone,Anxiety,1
dfgb0liu,Librium,Alcohol Withdrawal,9
cyxdy7hg,Drospirenone / ethinyl estradiol,Birth Control,5
zswddzm0,Microgestin Fe 1 / 20,Birth Control,1
2k0g4hva,Duac,Acne,8
yb5kpaq2,Liothyronine,Underactive Thyroid,10
myerb07d,Dextromethorphan,Cough,1
5isns5ka,Dapsone,Acne,10
zguy9ba7,Levothyroxine,Underactive Thyroid,6
ly4tndpp,Diclofenac,Pain,9
hr6wfx4g,Vilazodone,Depression,8
o86z4qgj,Amoxicillin / clavulanate,Strep Throat,1
hx7n4xfo,Paliperidone,Schizophrenia,2
lm62m81t,Nexplanon,Birth Control,9
99m0gt06,Vicodin ES,Pain,10
jgrilsfc,Metronidazole,Bacterial Infection,10
40pe21lm,Hydromorphone,Pain,10
drrr0wy7,Zyban,Smoking Cessation,10
sp4yarbi,Lexapro,Generalized Anxiety Disorde,9
n5liudlg,Topamax,ibromyalgia,1
j1gkl43g,Ranitidine,GERD,10
3o4mw305,Citalopram,Depression,8
3begdfx2,Arava,Rheumatoid Arthritis,1
amg5dice,Acetaminophen / caffeine,,10
y6mkk0i8,Implanon,Birth Control,10
8k7w467p,Suprep Bowel Prep Kit,Bowel Preparation,10
4uahwkp8,Wellbutrin,Bipolar Disorde,1
jdoax8co,Adderall,ADHD,6
zm3k337a,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10
snh9acqa,Copper,Birth Control,9
8z78shbf,Ruconest,Hereditary Angioedema,10
aluuvve7,Lexapro,Anxiety,9
sjizkcpl,Pseudoephedrine / triprolidine,Cold Symptoms,9
z36oah6q,Wellbutrin XL,Depression,8
96arnumb,Etodolac,Osteoarthritis,1
j3o0fko1,Depo-Provera,Birth Control,10
mbctin6l,Ethinyl estradiol / norethindrone,Birth Control,10
dsflny30,Paroxetine,Anxiety and Stress,1
5zjnzsik,Emsam,Depression,8
1yto01tr,Metronidazole,Bacterial Infection,10
c9we3q6b,Levetiracetam,Seizures,5
mxdvdw9u,Butorphanol,Labor Pain,1
4fm1skgh,Diovan,High Blood Pressure,4
ccfrx3md,Lisinopril,High Blood Pressure,4
xr2bs4bk,Escitalopram,Depression,9
ng5c7xai,Phentermine,Weight Loss,9
ceepyyxj,Pristiq,Depression,8
36rq4rmg,Atomoxetine,ADHD,4
0gwuvaj2,Ammonium lactate,Dry Skin,10
7y5lg7ah,Dulcolax,Constipation,3
xkmouavc,Olanzapine,Bipolar Disorde,8
vtc6d2wr,Desmopressin,Diabetes Insipidus,8
ya8mu206,Klonopin,Panic Disorde,10
j5jrpbst,Lexapro,Anxiety,6
lh6zul8l,Bupropion,Depression,10
bzusp0lh,Zepatier,Hepatitis C,10
og7nddsr,Magnesium hydroxide,Constipation,10
6nrvqt6j,Aripiprazole,Schizophrenia,10
u664zj6l,Levonorgestrel,Birth Control,6
1kugu5zk,Quetiapine,Insomnia,9
5a4i8v59,Medroxyprogesterone,Abnormal Uterine Bleeding,1
dutcl3q8,Quetiapine,Insomnia,10
tnabyvwh,Butrans,Chronic Pain,8
ktds6nla,Loestrin 24 Fe,Menstrual Disorders,9
izsmxy00,Botox,Migraine,3
sfvq0b7w,Diclofenac,Back Pain,10
z6pvn9lr,Trolamine salicylate,Pain,10
yvha7wzz,Azelastine,Allergic Rhinitis,10
d9mxtc8d,Xalkori,Non-Small Cell Lung Cance,10
m2zw8eq4,Zyvox,Methicillin-Resistant Staphylococcus Aureus Infection,9
yzjh6ot3,Mirtazapine,Anxiety,1
k11iupe0,Guanfacine,ADHD,1
l353fvsp,Doxycycline,Acne,8
pspkv6k9,Rocephin,Urinary Tract Infection,10
j1q96sli,Kyleena,Birth Control,8
t78v87zj,Alprazolam,Anxiety,10
fvp45ho6,Doxycycline,Acne,9
nzv96tjh,Efinaconazole,"Onychomycosis, Toenail",10
3vssgben,Trazodone,Insomnia,1
ig6ul3u7,Desvenlafaxine,Depression,8
e0sxynb1,Metoprolol,Atrial Fibrillation,10
tz3ik2b5,Citalopram,Borderline Personality Disorde,8
pqmaays5,Toujeo,"Diabetes, Type 2",9
cpfwzudq,Contrave,Weight Loss,1
9le4s67m,Dexlansoprazole,GERD,10
dsbucda9,Provera,Amenorrhea,1
hyeygk64,Junel Fe 1 / 20,Birth Control,7
xsthrjyk,Desvenlafaxine,Depression,7
tua7hcvu,Liothyronine,Underactive Thyroid,10
sbo4936f,Brexpiprazole,Major Depressive Disorde,9
75v2qt1w,Roxicodone Intensol,Pain,10
iniz1rjk,Cephalexin,Skin or Soft Tissue Infection,9
ag9mzwkx,Ethinyl estradiol / norgestimate,Birth Control,10
jc5c87b9,Sovaldi,Hepatitis C,10
d0q5lhf4,Reglan,Migraine,1
