UID,Drug_Name,Condition,Rating,Results
xdsi7oye,Focalin XR,ADHD,8,1
vorczspu,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
fhqbw32a,Loestrin 24 Fe,Birth Control,9,1
dbowa5bt,Sertraline,Depression,6,0
jjraqr85,Ethinyl estradiol / norethindrone,Birth Control,10,1
hnx213kp,Concerta,ADHD,7,0
jtwb17u8,Junel Fe 1 / 20,Birth Control,10,1
66ulqu11,Levonorgestrel,Abnormal Uterine Bleeding,9,1
5ciaonf0,Alprazolam,Anxiety,10,1
cv32u0ox,Imdur,Angina Pectoris Prophylaxis,10,1
y8hzi1gl,Xanax,Panic Disorde,9,1
944pn0k9,Diazepam,Anxiety,9,1
d4dnz2lk,Bisacodyl,Constipation,6,0
5imbomop,Miconazole,Vaginal Yeast Infection,1,0
9ecuca17,Escitalopram,Generalized Anxiety Disorde,3,0
6t9kl3hq,Nortrel 1 / 35,0</span> users found this comment helpful.,2,0
zhdjtv4j,Morphine,Chronic Pain,10,1
1mu1z4xd,Loestrin 24 Fe,Birth Control,5,0
itp1hnql,Suvorexant,Insomnia,1,0
qeo5dfxg,Methylphenidate,ADHD,9,1
qmg58cgr,Exenatide,"Diabetes, Type 2",1,0
3ybko13r,Risperidone,Paranoid Disorde,4,0
ti9b1etu,Clonazepam,Panic Disorde,7,0
s4d442kx,Nexplanon,Birth Control,9,1
dmud2zf7,Sprintec,Birth Control,9,1
na8odvj7,Viberzi,Irritable Bowel Syndrome,5,0
rscduazd,Sprintec,Birth Control,10,1
sozs02x0,Risperdal,Paranoid Disorde,1,0
dop8knqn,Ocella,Birth Control,9,1
vg1vvm6f,Amoxicillin / clavulanate,Bacterial Infection,2,0
4ep7nf3q,Ethinyl estradiol / levonorgestrel,Birth Control,6,0
mrsya6wz,Liraglutide,Obesity,10,1
f4hj35dr,Ethinyl estradiol / norelgestromin,Birth Control,1,0
bpnqz1cn,Plan B,Emergency Contraception,5,0
utlponna,Simponi,Rheumatoid Arthritis,8,1
rbsv58fo,Avelox,Prostatitis,10,1
myh73pe6,Euflexxa,Osteoarthritis,2,0
ufcvecwo,Diclofenac,Pain,9,1
4ihv80au,Gabapentin,Anxiety,10,1
wynyrumi,Dimenhydrinate,Nausea/Vomiting,9,1
erdity4m,Benztropine,Extrapyramidal Reaction,3,0
fnj57b0l,Bupropion / naltrexone,Obesity,6,0
h5ire02h,Ortho Tri-Cyclen Lo,Birth Control,10,1
gunn55f9,Seasonique,Birth Control,8,1
e2p46wa8,Ibuprofen,Pain,6,0
nrnc8u28,Sumatriptan,Migraine,1,0
7wtsw1cf,Mirena,Birth Control,1,0
jg6v644y,Polyethylene glycol 3350,Constipation,10,1
k13cchxn,Ethinyl estradiol / norethindrone,Birth Control,1,0
hwqgotl2,Acetaminophen / oxycodone,Pain,10,1
cq6mivr9,Junel Fe 1 / 20,Birth Control,1,0
royt8bo6,Propranolol,mance Anxiety,10,1
qz2joxys,Loestrin 24 Fe,0</span> users found this comment helpful.,7,0
yj2jh694,Xenical,Obesity,8,1
fcvstps9,Glatiramer,Multiple Sclerosis,1,0
1uqjmeic,Celecoxib,Pain,9,1
tvm1rf3d,Atarax,Anxiety,8,1
nt5sprdh,Clonazepam,Night Terrors,5,0
l72x4wn3,Dulcolax,Constipation,5,0
x3hr1y6o,Orsythia,Birth Control,8,1
plh92ifi,Alirocumab,"High Cholesterol, Familial Heterozygous",8,1
8874c8jp,Ethinyl estradiol / norethindrone,Birth Control,3,0
dtoheyo4,Methadone,Chronic Pain,10,1
jarnavwl,Ethinyl estradiol / norethindrone,Birth Control,2,0
qgvue8yw,Nexplanon,Birth Control,7,0
v6wt9mhh,Venlafaxine,Depression,9,1
v3gww4iv,Sublimaze,Anesthesia,1,0
zio8yhuy,Levonorgestrel,Abnormal Uterine Bleeding,8,1
r9itwxcp,Trintellix,Major Depressive Disorde,10,1
wuvry51z,Sprintec,Birth Control,6,0
23mp5961,Ortho Tri-Cyclen Lo,0</span> users found this comment helpful.,9,1
it4ka7v0,Viibryd,Depression,9,1
duy5nvb5,Varenicline,Smoking Cessation,10,1
r88hpbxp,Cymbalta,Anxiety,1,0
vu7u11yk,Ethinyl estradiol / etonogestrel,Birth Control,5,0
ekze7vj0,Carbamazepine,Epilepsy,9,1
g1kr7s11,Bactrim DS,Bacterial Infection,7,0
xle4bx49,femhrt,Postmenopausal Symptoms,10,1
q4i9kh65,Qsymia,Weight Loss,10,1
kv77pw7y,Bisacodyl,Constipation,5,0
5xxi33v3,Lortab,Pain,7,0
kjjlxdpp,Contrave,Weight Loss,4,0
f3indt3b,Ethinyl estradiol / etonogestrel,Birth Control,6,0
ohba2n2o,Metronidazole,Bacterial Infection,1,0
e8qubwha,Levonorgestrel,Emergency Contraception,10,1
4ezld56u,Haldol,Nausea/Vomiting,2,0
2w0zr9c0,Tapentadol,Pain,9,1
txyf05n4,Doxycycline,Chlamydia Infection,9,1
uq4eobf0,Lo Loestrin Fe,Birth Control,4,0
1k64g7m3,Ketorolac,Pain,10,1
glq0lckz,Phentermine,Weight Loss,10,1
2u6ki9dv,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,10,1
mr8z65o5,Effexor,Depression,9,1
6tnkz6hh,Methylphenidate,ADHD,10,1
bc9retcq,Etonogestrel,Birth Control,10,1
te049lxh,Remicade,Spondyloarthritis,10,1
h2h4bnd5,Metronidazole,Clostridial Infection,6,0
pxymczn2,Flexeril,ibromyalgia,8,1
fm6lf66a,SMZ-TMP DS,Upper Respiratory Tract Infection,8,1
a66sszp2,Buspirone,Anxiety,1,0
fn9b7adi,Dutasteride,Benign Prostatic Hyperplasia,6,0
9ynljm2r,Accutane,Acne,9,1
hnm54k4r,Thyroid desiccated,Underactive Thyroid,5,0
289fu2yb,Hydroxychloroquine,Dermatomyositis,10,1
7kzaglt2,Opana,Pain,10,1
0d6o5w8z,Zyprexa,Depression,7,0
hiw576og,ProAir RespiClick,Bronchiectasis,1,0
k4l45ene,Vedolizumab,Crohn's Disease,8,1
10n2u1b1,Lo Loestrin Fe,Birth Control,8,1
xckkdci1,Venlafaxine,Depression,1,0
6xu7q927,Propofol,Anesthesia,10,1
98jz8tox,Chantix,Smoking Cessation,10,1
z7r45291,Suboxone,Opiate Dependence,9,1
z9jk1n7o,Trazodone,ibromyalgia,9,1
50zrnau8,Zolpidem,Insomnia,6,0
e99athff,Mirapex,Restless Legs Syndrome,10,1
1qn5y4gc,Uribel,Urinary Tract Infection,5,0
j5bepvvw,Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,1,0
t25skqxk,Bactrim,Urinary Tract Infection,3,0
2suz20me,Ethinyl estradiol / norethindrone,Birth Control,1,0
pc16duhj,Depo-Provera Contraceptive,Birth Control,2,0
odl1nv4i,Propranolol,Benign Essential Trem,8,1
9zs68dnn,Ceftriaxone,Bacterial Infection,10,1
wmfcwqfw,Ranexa,Angina,10,1
1esupl4q,Etonogestrel,Birth Control,5,0
1frc4zya,Accutane,Acne,8,1
ha9fn3pr,Duloxetine,ibromyalgia,1,0
kgkcgpmq,Suboxone,Opiate Dependence,10,1
tvxaxfqv,Saxenda,Obesity,5,0
ffm5fww3,TriNessa,Birth Control,1,0
0xzsa21a,Trulicity,"Diabetes, Type 2",3,0
j181i5pr,Percocet,Pain,10,1
suhqgmlo,Isotretinoin,Acne,7,0
wpywh8c9,Levonorgestrel,Emergency Contraception,9,1
qbi5998f,Sitagliptin,"Diabetes, Type 2",10,1
y12cq60a,Formoterol / mometasone,moterol / mometasone),9,1
rzda8x62,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,0
jpkxjn6e,Wellbutrin XL,Major Depressive Disorde,9,1
c1n994j6,Oxycodone,Pain,10,1
h5zfmhqj,Ethinyl estradiol / norethindrone,Birth Control,1,0
qbxx6yae,Venlafaxine,Depression,10,1
5sfojk7y,Cymbalta,Depression,9,1
mz06mkqf,Doxycycline,Acne,10,1
44zduv27,Desvenlafaxine,Depression,3,0
qrzt4zva,Buprenorphine,Pain,10,1
wxm8kqnd,Phentermine / topiramate,Weight Loss,10,1
pvb5c4ih,Ambien,Insomnia,10,1
9607dy2o,Belviq,Weight Loss,8,1
x88vw3ga,Retapamulin,Impetig,8,1
rike3ukb,Hydroxychloroquine,Rheumatoid Arthritis,1,0
hq5um68k,Ethinyl estradiol / levonorgestrel,Birth Control,7,0
qebbkr6d,Diflucan,Vaginal Yeast Infection,10,1
ymc93p0w,Vigamox,"Conjunctivitis, Bacterial",7,0
v5v9bjgs,Levetiracetam,Epilepsy,7,0
mlo8zypy,Miconazole,Vaginal Yeast Infection,1,0
ll4rxd9p,Mirena,Abnormal Uterine Bleeding,10,1
uj0i2anr,Yaz,Birth Control,9,1
qejmwvst,Phentermine,Weight Loss,10,1
ytsqfqvh,Elidel,Eczema,6,0
5zrywg58,Cialis,Erectile Dysfunction,10,1
awgyxn3t,Abilify Discmelt,Post Traumatic Stress Disorde,8,1
jjdtuofy,Effexor XR,Depression,9,1
pkg4rxni,Etonogestrel,Birth Control,8,1
hr4x664o,Daytrana,ADHD,9,1
xfjexm5b,Duloxetine,Depression,10,1
y353snxw,Delsym 12 Hour Cough Relief,Cough,8,1
68193u0a,Baclofen,Alcohol Withdrawal,10,1
zowo5ojd,Lisinopril,High Blood Pressure,7,0
o6v37h8w,Halobetasol,Psoriasis,10,1
0hxan9rw,Valtrex,Cold Sores,10,1
kjjxi27b,Azelastine / fluticasone,Allergic Rhinitis,10,1
wt4pxu08,Belviq,Weight Loss,1,0
hj675z1b,Drysol,Hyperhidrosis,10,1
42pjc0lo,Plan B,Emergency Contraception,8,1
2v5wkjrq,Lurasidone,Bipolar Disorde,5,0
3rrry27f,Phillips' Milk of Magnesia,Constipation,8,1
czpz3yh2,Linaclotide,"Constipation, Chronic",1,0
tof0so67,Alavert D-12 Hour Allergy and Sinus,1</span> users found this comment helpful.,5,0
8ozauxlk,Duloxetine,Depression,10,1
fkwskhfk,Cimzia,Ankylosing Spondylitis,10,1
lwe7whmg,Rexulti,Depression,10,1
igfur3l9,Proctofoam,Hemorrhoids,10,1
a0pf12jo,Zoloft,Depression,10,1
hxuyaany,Keppra,Seizures,10,1
18khagfy,Alli,142</span> users found this comment helpful.,9,1
s956fh59,Linaclotide,"Constipation, Chronic",9,1
ih1py5n9,Cefdinir,Sinusitis,1,0
q4m2uj6r,Tramadol,Pain,9,1
c2lljdi7,Lamotrigine,Bipolar Disorde,10,1
c08ptb1o,Tretinoin,Acne,8,1
n7ylgqfu,Norflex,Muscle Spasm,1,0
62izhj8d,Morphine,Chronic Pain,9,1
xieqswct,Humira,Psoriasis,10,1
s4cwubkx,Tecfidera,Multiple Sclerosis,9,1
f03ka7bd,Varenicline,Smoking Cessation,10,1
scbbps9f,Lorcaserin,Obesity,8,1
7umn0vkv,Daytrana,ADHD,10,1
ba3we97o,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,10,1
kvfau8j0,Escitalopram,Obsessive Compulsive Disorde,8,1
jmc9yhr0,Olanzapine,Schizoaffective Disorde,8,1
hhj7zte1,Sertraline,Bipolar Disorde,10,1
aa7slcnc,Benzoyl peroxide / clindamycin,Acne,10,1
gttuxtw6,Skyla,Birth Control,10,1
nf51yjmj,Levonorgestrel,Birth Control,9,1
5hpbjkft,Valtrex,Cold Sores,10,1
fn7l93wh,Methyl salicylate,Osteoarthritis,10,1
t5ar9pp0,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,0
2okcuviq,Clindamycin / tretinoin,Acne,2,0
hrrzztt5,Dulcolax,Constipation,10,1
vi51uons,Doxycycline,Chlamydia Infection,8,1
alsiqv04,Clindamycin,Not Listed / Othe,8,1
vof63qat,Flonase,Rhinitis,10,1
gv8wlo06,Aczone,Acne,10,1
jvhrp51s,Norethindrone,Birth Control,1,0
qjwn1h2g,Dextromethorphan,Cough,2,0
grx4gx95,Sprintec,Birth Control,8,1
eo2pcgix,Ketorolac,Pain,10,1
y5io06k6,Estradiol,Atrophic Vaginitis,3,0
u1i5onqr,Adapalene / benzoyl peroxide,Acne,6,0
f53i4n02,Ethinyl estradiol / norethindrone,Birth Control,1,0
djq0lvr2,Ethinyl estradiol / etonogestrel,Birth Control,7,0
61o5f82j,Ethinyl estradiol / norethindrone,Birth Control,2,0
fb8mca1h,Alvesco,"Asthma, Maintenance",10,1
lh4cs5qz,Quetiapine,Insomnia,10,1
rbzl0txp,Fluoxetine,Anxiety and Stress,10,1
eflwztji,Orsythia,Birth Control,2,0
xqs4baou,Nystatin,Oral Thrush,8,1
9fy5ska6,Ambien,Insomnia,1,0
unvabosp,Viibryd,Depression,3,0
izkz1hz4,Quetiapine,Depression,9,1
ebbzx8yr,EContra EZ,Emergency Contraception,10,1
ukz73rp2,TriCor,Hyperlipoproteinemia,6,0
szg12wfa,Ethinyl estradiol / norgestimate,,8,1
fk2wc715,Diphenhydramine,Insomnia,8,1
lm9pay2b,Neulasta,Neutropenia Associated with Chemotherapy,5,0
ksbha7kz,Ethinyl estradiol / etonogestrel,Birth Control,7,0
8znnq0rh,Eletriptan,Migraine,1,0
rn59srwo,Zolmitriptan,Migraine,8,1
37dadupn,Minastrin 24 Fe,Birth Control,9,1
nnlynjoy,Bupropion / naltrexone,Obesity,10,1
rr8qet8c,Epiduo,Acne,9,1
i46n70gb,Mirena,Birth Control,10,1
s4ef9qob,Ethinyl estradiol / norelgestromin,Birth Control,3,0
tdlcb9bf,Levothyroxine,Underactive Thyroid,10,1
3svnvozz,Montelukast,Asthma,1,0
6fbnyntq,Mononessa,Birth Control,1,0
7w1bhaz6,Levonorgestrel,Birth Control,5,0
edu1zuzt,Differin,Acne,9,1
wbyqmvhs,Ibandronate,Osteoporosis,1,0
fw4pmaoc,Clindamycin,Bacterial Infection,6,0
i9r77o70,Levonorgestrel,Birth Control,6,0
jalijjmg,Lo Loestrin Fe,Birth Control,9,1
lv5xjfk4,Copper,Birth Control,9,1
dptgg05n,Etonogestrel,Birth Control,10,1
j5sb3g1u,Zithromax,Sinusitis,10,1
7atoko6c,Compazine,Anxiety,1,0
vwbpkpxd,Etonogestrel,Birth Control,1,0
s0zdqd6d,Phillips' Milk of Magnesia,Constipation,9,1
14he8n3u,Duloxetine,ibromyalgia,8,1
us7d19p5,Sertraline,Depression,9,1
sz26gchn,Topamax,Migraine Prevention,5,0
51b7hss1,Phentermine,Weight Loss,10,1
u15wuwkt,Contrave,Weight Loss,10,1
yx8b2moc,Etonogestrel,Birth Control,7,0
we62087x,Zofran,Nausea/Vomiting,10,1
p4cb7xyu,Plan B One-Step,Emergency Contraception,10,1
95ka0p8n,Levora,Birth Control,3,0
fuqtwn5a,Ustekinumab,Psoriasis,9,1
ao93c31w,Minocycline,Acne,9,1
ntra3jhs,Empagliflozin,"Diabetes, Type 2",9,1
6ymuovl2,Clonazepam,Anxiety,9,1
c94vw0vo,Ethinyl estradiol / norethindrone,Birth Control,4,0
fq11rhab,Ultram ER,Pain,8,1
jf36as70,Nortriptyline,Irritable Bowel Syndrome,10,1
2gokv7id,Pregabalin,Reflex Sympathetic Dystrophy Syndrome,9,1
d840uu3e,Levonorgestrel,Emergency Contraception,10,1
nwrv0152,Suprep Bowel Prep Kit,Bowel Preparation,4,0
zrbesm5b,Azithromycin,Bacterial Infection,1,0
kh9whqzd,Armour Thyroid,"Hypothyroidism, After Thyroid Removal",10,1
xsqgrd5l,Vyvanse,ADHD,5,0
x2z81cqm,Lisdexamfetamine,ADHD,10,1
drzphrqj,Jolessa,Birth Control,3,0
snp8o9fw,Venlafaxine,Depression,9,1
4fyihdkv,Mirvaso,Rosacea,7,0
mrsjhjh4,Ethinyl estradiol / norelgestromin,Birth Control,8,1
tg5wbwf9,Cymbalta,Pain,10,1
dm8yl4xu,Azithromycin,Bronchitis,10,1
q856rx6b,Methadone,Pain,10,1
9595vm0k,Atralin,Acne,10,1
mlwrfkm4,Drospirenone / ethinyl estradiol,Acne,4,0
qpt5dj8p,Crestor,High Cholesterol,10,1
6su2x8mk,Rozerem,Insomnia,1,0
rfni76sv,Etonogestrel,Birth Control,8,1
pm713jib,Cryselle,Birth Control,9,1
t1wpujpm,Cialis,Erectile Dysfunction,10,1
adcptyfj,Sucralfate,GERD,9,1
u5i935we,Efinaconazole,"Onychomycosis, Toenail",1,0
ei2b8oqn,Ethinyl estradiol / norethindrone,Birth Control,10,1
wx0nhx8i,Cetirizine,Urticaria,1,0
y7giefdw,Miconazole,Vaginal Yeast Infection,2,0
yrq58n4k,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
901m6zw0,Amoxicillin,Urinary Tract Infection,1,0
6blcrkat,Etonogestrel,Birth Control,1,0
wzjyv8k6,Soma,Muscle Spasm,10,1
8prn86g6,Alprazolam,Panic Disorde,10,1
yp38t4yb,Trulicity,"Diabetes, Type 2",2,0
xsgxd5sy,Ortho Evra,Birth Control,10,1
hypyxzk2,Buspirone,Anxiety,6,0
x3c7zjvg,Drospirenone / ethinyl estradiol,Acne,10,1
std4jddn,Meloxicam,ibromyalgia,7,0
6rs86u5v,Neupro,Restless Legs Syndrome,10,1
vsqaxqy4,Bisacodyl,Bowel Preparation,6,0
qljywb1t,Pristiq,Panic Disorde,4,0
czh7xqph,Accutane,Acne,10,1
9sr5b44k,Atarax,Anxiety,1,0
r2ad8nip,Lubiprostone,Irritable Bowel Syndrome,5,0
qdmuhxaw,Sprintec,Birth Control,9,1
fcnkwwpw,Valacyclovir,"Herpes Simplex, Suppression",9,1
a7u8xdux,Toprol-XL,High Blood Pressure,5,0
ckay4ufw,Sodium oxybate,Narcolepsy,9,1
lioj0tkn,Hydroxychloroquine,Systemic Lupus Erythematosus,10,1
p42cgpf0,Mesalamine,Ulcerative Colitis,8,1
05m50voc,Orlistat,Obesity,1,0
9hknw4ws,Butorphanol,Pain,10,1
ptnmtvzj,Efavirenz / emtricitabine / tenofovir,HIV Infection,9,1
i37ygb2z,Humatrope,Adult Human Growth Hormone Deficiency,5,0
txt4jiy8,Liraglutide,Obesity,10,1
y8o5j2be,Drospirenone / ethinyl estradiol,Birth Control,1,0
h1b0s2wy,Diltiazem,Atrial Fibrillation,10,1
rgtv9t84,Lamotrigine,Bipolar Disorde,10,1
cycc3fvl,Hydrocodone,Pain,3,0
3tfp9hug,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,1
e6q92shw,Tretinoin,Acne,9,1
9032hh5c,Ritalin,ADHD,9,1
4kzv06e6,Kapvay,ADHD,10,1
t5iz3vdz,Klonopin,Bipolar Disorde,10,1
wnh6h9f0,Prozac,Anxiety and Stress,9,1
vlqd192g,Ethinyl estradiol / norethindrone,Birth Control,7,0
yi6yu5l1,Sulfamethoxazole / trimethoprim,Acne,7,0
ld0vo1rl,Effexor XR,Generalized Anxiety Disorde,2,0
wxagjqbt,Clonazepam,Panic Disorde,10,1
7v5aln90,Vicodin,Pain,9,1
oc584x1k,Zoloft,Depression,10,1
50oy9qqy,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,2,0
3wegrnyn,Strattera,ADHD,5,0
f3ikyl9d,Falmina,Polycystic Ovary Syndrome,8,1
nz02frdm,Relafen,Back Pain,1,0
5242ns8i,Etonogestrel,Birth Control,5,0
mzcajw8c,Restoril,Insomnia,9,1
zsra2yz3,Frovatriptan,Migraine,2,0
fb0nwixw,Medroxyprogesterone,,6,0
ts3llerc,Losartan,High Blood Pressure,1,0
rxv5lgq8,Drospirenone / ethinyl estradiol,Birth Control,5,0
tv9xsned,Sharobel,Birth Control,10,1
k1lg8c7q,Pristiq,Depression,8,1
7h1wg0oa,Lorcaserin,Weight Loss,5,0
ptgpxpad,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,0
suygiew5,Gabapentin,Migraine,9,1
qqsefagq,Duloxetine,Pain,9,1
1cc9ig04,Xyrem,Narcolepsy,10,1
5f95gve3,Desvenlafaxine,Depression,1,0
tjmx6msm,Hydroxyzine,Anxiety,7,0
ydm77mhk,Lithium,Bipolar Disorde,10,1
q0yqnlyl,Apri,Birth Control,2,0
81m48udk,Metronidazole,Bacterial Vaginitis,9,1
njo93g3h,ella,Emergency Contraception,9,1
z7r4n0w7,Aripiprazole,Bipolar Disorde,7,0
hix00vyd,Hysingla ER,Pain,4,0
zknngzt2,Sprintec,Birth Control,5,0
1y0pl31i,Spiriva,"COPD, Maintenance",3,0
knt1f78p,Tasigna,Chronic Myelogenous Leukemia,10,1
zblitbo0,Levonorgestrel,Emergency Contraception,1,0
fyh8gjjl,Dupixent,Eczema,1,0
9zeqigqa,Lorazepam,Insomnia,8,1
vh9wreex,Cyproheptadine,Anorexia,10,1
56zhxd6e,Nexplanon,Birth Control,8,1
m76ic66s,Clonazepam,Insomnia,1,0
udtj0lom,Repatha,High Cholesterol,1,0
6g34qwer,Docusate,Constipation,5,0
x3472dvy,Clarithromycin,Bronchitis,10,1
txuthqgo,Fluoxetine,Depression,10,1
38d6gb7o,Testosterone,"Hypogonadism, Male",9,1
b3y9zxjr,Venlafaxine,Depression,9,1
35ewwjfv,Fluoxetine,Major Depressive Disorde,10,1
ddq2q1pg,Hydrochlorothiazide,High Blood Pressure,6,0
pm6ta0qy,Lorazepam,Anxiety,10,1
11hi1jel,Medroxyprogesterone,Abnormal Uterine Bleeding,1,0
whnw19pc,Liraglutide,"Diabetes, Type 2",1,0
j8odxs1h,Aripiprazole,Depression,1,0
gjfd1jhb,Citalopram,Depression,2,0
dqg8fkca,Levaquin,Skin or Soft Tissue Infection,8,1
nzat41wu,Scopolamine,Motion Sickness,9,1
7a3wdduq,Thyroid desiccated,TSH Suppression,10,1
mmkrwj8t,Epiduo,Acne,10,1
ebwxryai,Glatiramer,Multiple Sclerosis,4,0
begn4tsd,Ambien,Insomnia,9,1
0qmsripp,Valium,Anxiety,10,1
ebqquj7i,Epiduo,Acne,8,1
i4yquw4k,Gabapentin,Anxiety,8,1
ey4c74az,Zoloft,Post Traumatic Stress Disorde,8,1
b2f3a8un,Flurbiprofen,Period Pain,8,1
zz4gut07,Ethinyl estradiol / norgestimate,Birth Control,10,1
tenmmkh9,Levetiracetam,Seizures,6,0
ithoxu6k,Femara,"Breast Cancer, Adjuvant",10,1
ml5ra9x1,Ambien,Insomnia,10,1
9w2wjiik,Skyla,Birth Control,8,1
xpbgpsp8,Methotrexate,Psoriasis,9,1
lcj64z9k,Lo Loestrin Fe,Birth Control,5,0
gqhlw20n,Etonogestrel,Birth Control,10,1
pnd0zzdh,Hypercare,Hyperhidrosis,10,1
bxqc9a7f,Epinephrine,"Asthma, acute",10,1
pxvapsdr,Cephalexin,Bacterial Infection,5,0
dzorkks5,Varenicline,Smoking Cessation,10,1
maf96bof,Testosterone,"Hypogonadism, Male",10,1
ox6japdt,Ethinyl estradiol / levonorgestrel,Endometriosis,3,0
1vx62ofn,Carbamazepine,Bipolar Disorde,6,0
j97gul0w,Lorazepam,Insomnia,8,1
8izuaesr,Jolivette,Birth Control,2,0
o9decbb4,Ethinyl estradiol / levonorgestrel,Birth Control,3,0
7jlh5xff,Benzonatate,Cough,1,0
d3y0ni9q,Metronidazole,Bacterial Vaginitis,10,1
drqseaaa,Brimonidine / timolol,Glaucoma,5,0
a9lkhayg,Pristiq,Depression,9,1
ajkhpw5f,Mucinex D,Cough and Nasal Congestion,3,0
jb447ndz,Azor,High Blood Pressure,7,0
ct2zhauz,NuvaRing,Birth Control,5,0
dbd2ndxa,Voltaren,Pain,1,0
28nlawnb,Nexplanon,8</span> users found this comment helpful.,10,1
7w334xgt,Meloxicam,Inflammatory Conditions,4,0
hxugy10i,Pristiq,Depression,8,1
6s27v6at,Humira,Rheumatoid Arthritis,1,0
1pbshnw9,Viibryd,Depression,8,1
tj1ohvh0,Diclofenac,Pain,1,0
iv8c6eda,Vortioxetine,Major Depressive Disorde,5,0
mozfm5ds,Levomilnacipran,Depression,2,0
pxvdx7p2,Velivet,Birth Control,5,0
0c4cbwqq,Viibryd,Depression,10,1
gwgflckq,Zyprexa,Bipolar Disorde,9,1
u1r0umpj,Necon 1 / 35,Birth Control,2,0
mrpj8l3q,Seroquel XR,Bipolar Disorde,9,1
7gh1yzaa,Detrol LA,Urinary Incontinence,10,1
2rzfuy33,Sporanox,"Onychomycosis, Toenail",10,1
4fuxbte0,Medroxyprogesterone,Birth Control,1,0
sab90rov,Suprep Bowel Prep Kit,Bowel Preparation,1,0
74k0fs3f,Citalopram,Depression,3,0
uu9l1uf4,Gabapentin,Pain,10,1
n78fga3r,Febuxostat,Gout,10,1
cheiabv0,Suprep Bowel Prep Kit,Bowel Preparation,8,1
3t75dbb7,Clindamycin,Acne,10,1
8p24gszj,Eluxadoline,Irritable Bowel Syndrome,1,0
rb9ozu56,Fluoxetine,Depression,9,1
jry46itn,Neurontin,Pain,9,1
32b5xysw,Ondansetron,Nausea/Vomiting,9,1
rq18ey04,Azelastine / fluticasone,Allergic Rhinitis,10,1
298cbr1x,Ethinyl estradiol / norgestimate,Birth Control,10,1
58y8mg8m,Amoxicillin / clavulanate,Skin or Soft Tissue Infection,8,1
6arj2i3m,Cipro,Bladder Infection,2,0
foskvkwn,Buprenorphine / naloxone,Opiate Dependence,10,1
xtibubra,Viibryd,Depression,8,1
y4qz8dez,Lexapro,Generalized Anxiety Disorde,10,1
sojqdz8e,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
p0nb85e6,Skyla,Birth Control,1,0
396rgxno,Gardasil,Human Papillomavirus Prophylaxis,10,1
8r1zb4oc,Avastin,Glioblastoma Multiforme,6,0
quu8c5l7,Rexulti,Major Depressive Disorde,1,0
pc4je19g,Sprintec,Birth Control,1,0
d0w40mkn,Linaclotide,"Constipation, Chronic",10,1
f79cd6l3,Paliperidone,Schizophrenia,5,0
ltb6l5xz,Ethinyl estradiol / norgestimate,Birth Control,7,0
ieh5cvw1,Nora-Be,Birth Control,7,0
d0eynz67,Metoprolol,High Blood Pressure,10,1
djmimi2c,Detrol LA,Overactive Bladde,4,0
c3lmmll6,Hypercare,Hyperhidrosis,10,1
ricb63xp,Penicillin v potassium,Bacterial Infection,9,1
6pqjnkkw,Dulcolax,Constipation,2,0
4fgz09cv,Oxytrol,Overactive Bladde,5,0
zj8gf45p,Intuniv,ADHD,3,0
qgc8o6ps,Lamotrigine,Bipolar Disorde,10,1
q2ivrcya,Topamax,Seizures,7,0
usrtbcj4,Hypercare,Hyperhidrosis,10,1
8dnyjuig,Tofacitinib,Rheumatoid Arthritis,4,0
n75siuwb,Pregabalin,Pain,10,1
57xx291v,Tamiflu,Influenza,10,1
7tulgjhy,St. john's wort,Depression,10,1
ivyp5cgz,Lo Loestrin Fe,Birth Control,3,0
7xb7nuw5,Rythmol SR,Atrial Fibrillation,7,0
wqnvmvr0,Vytorin,High Cholesterol,10,1
hdwn2fkj,Dilaudid,Pain,9,1
d86o6j2s,Cephalexin,Skin or Soft Tissue Infection,10,1
d28hr3fv,Mirtazapine,Insomnia,8,1
4718pdtk,Vilazodone,Anxiety,1,0
dfgb0liu,Librium,Alcohol Withdrawal,9,1
cyxdy7hg,Drospirenone / ethinyl estradiol,Birth Control,5,0
zswddzm0,Microgestin Fe 1 / 20,Birth Control,1,0
2k0g4hva,Duac,Acne,8,1
yb5kpaq2,Liothyronine,Underactive Thyroid,10,1
myerb07d,Dextromethorphan,Cough,1,0
5isns5ka,Dapsone,Acne,10,1
zguy9ba7,Levothyroxine,Underactive Thyroid,6,0
ly4tndpp,Diclofenac,Pain,9,1
hr6wfx4g,Vilazodone,Depression,8,1
o86z4qgj,Amoxicillin / clavulanate,Strep Throat,1,0
hx7n4xfo,Paliperidone,Schizophrenia,2,0
lm62m81t,Nexplanon,Birth Control,9,1
99m0gt06,Vicodin ES,Pain,10,1
